node_id,pos_x,pos_y,battery,label
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,289.0,343.0,95,0
2,50.0,50.0,15,1
2,286.0,341.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,284.0,342.0,95,0
2,286.0,339.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,286.0,342.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,285.0,341.0,95,0
2,50.0,50.0,15,1
2,284.0,342.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,284.0,344.0,95,0
2,285.0,341.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,287.0,344.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,285.0,344.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,288.0,347.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,289.0,350.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,291.0,353.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,294.0,351.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,293.0,349.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,296.0,346.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,294.0,346.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,291.0,347.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,288.0,347.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,291.0,350.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,288.0,349.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,290.0,346.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,288.0,347.0,95,0
1,202.03,401.76,100,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,288.0,345.0,95,0
1,198.23,401.75,100,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,201.64,405.16,100,0
2,286.0,343.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,199.97,409.92,100,0
2,289.0,345.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,197.3,408.82,100,0
2,290.0,343.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,196.07,406.2,100,0
2,288.0,344.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,199.15,406.36,99,0
2,289.0,346.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,202.11,404.88,98,0
2,286.0,348.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,205.94,405.4,98,0
2,284.0,351.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,207.93,402.77,98,0
2,281.0,348.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,208.61,403.18,98,0
2,280.0,348.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,209.63,405.43,98,0
2,282.0,350.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,211.08,401.98,98,0
2,284.0,350.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,211.19,402.16,98,0
2,281.0,347.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,212.12,400.18,98,0
2,282.0,346.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,217.1,399.43,98,0
2,284.0,344.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,215.63,396.28,98,0
2,284.0,341.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,214.25,393.08,98,0
2,281.0,340.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,213.45,390.47,98,0
2,284.0,341.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,213.51,393.46,98,0
2,283.0,338.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,210.95,397.67,98,0
2,285.0,336.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,214.22,398.24,98,0
2,285.0,336.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,217.95,401.58,98,0
2,282.0,334.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,220.19,399.14,98,0
2,283.0,334.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,222.26,395.83,98,0
2,280.0,336.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,218.36,393.61,98,0
2,279.0,337.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,217.26,393.71,98,0
2,278.0,334.0,95,0
2,50.0,50.0,15,1
1,217.1,395.09,98,0
2,50.0,50.0,15,1
2,278.0,335.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,220.78,394.61,98,0
2,50.0,50.0,15,1
2,278.0,336.0,95,0
2,50.0,50.0,15,1
1,224.74,392.38,98,0
2,275.0,336.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,228.68,395.62,98,0
2,275.0,338.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,232.38,399.12,98,0
2,275.0,337.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,233.15,399.3,98,0
2,272.0,335.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,229.38,402.18,98,0
2,272.0,334.0,95,0
2,50.0,50.0,15,1
1,226.36,403.08,98,0
2,50.0,50.0,15,1
2,270.0,332.0,95,0
2,50.0,50.0,15,1
1,226.57,405.75,98,0
2,50.0,50.0,15,1
2,267.0,335.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,228.42,407.64,98,0
2,50.0,50.0,15,1
2,265.0,337.0,95,0
1,230.17,409.55,98,0
2,50.0,50.0,15,1
2,263.0,340.0,95,0
2,50.0,50.0,15,1
1,229.33,411.43,98,0
2,50.0,50.0,15,1
2,266.0,338.0,95,0
2,50.0,50.0,15,1
1,229.46,411.98,98,0
2,50.0,50.0,15,1
2,265.0,340.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,233.26,408.53,98,0
2,263.0,340.0,95,0
2,50.0,50.0,15,1
1,232.74,405.24,98,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,262.0,343.0,95,0
1,235.3,403.74,97,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,262.0,340.0,95,0
2,50.0,50.0,15,1
1,236.74,399.74,97,0
2,261.0,343.0,95,0
2,50.0,50.0,15,1
1,240.54,396.29,97,0
2,50.0,50.0,15,1
2,262.0,340.0,95,0
2,50.0,50.0,15,1
1,242.84,398.0,96,0
2,50.0,50.0,15,1
2,263.0,337.0,95,0
2,50.0,50.0,15,1
1,246.63,394.21,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,262.0,339.0,95,0
2,50.0,50.0,15,1
1,245.95,396.59,96,0
2,259.0,336.0,95,0
2,50.0,50.0,15,1
1,243.94,396.82,96,0
2,50.0,50.0,15,1
2,257.0,338.0,95,0
2,50.0,50.0,15,1
1,242.92,399.63,96,0
2,50.0,50.0,15,1
2,255.0,341.0,95,0
2,50.0,50.0,15,1
1,241.93,397.75,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,252.0,342.0,95,0
1,245.15,400.44,96,0
2,50.0,50.0,15,1
2,251.0,342.0,95,0
2,50.0,50.0,15,1
1,245.89,401.75,96,0
2,50.0,50.0,15,1
2,253.0,341.0,95,0
2,50.0,50.0,15,1
1,247.9,404.34,96,0
2,50.0,50.0,15,1
2,254.0,341.0,95,0
2,50.0,50.0,15,1
1,248.72,407.86,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,254.0,340.0,95,0
1,252.86,406.54,96,0
2,50.0,50.0,15,1
2,253.0,341.0,95,0
2,50.0,50.0,15,1
1,253.5,405.52,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,252.0,340.0,95,0
1,255.69,407.7,96,0
2,254.0,340.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,260.3,405.04,96,0
2,252.0,340.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,263.03,404.93,96,0
2,254.0,340.0,95,0
1,264.3,407.2,96,0
2,50.0,50.0,15,1
2,255.0,341.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,261.51,406.55,96,0
2,252.0,341.0,95,0
1,261.11,405.39,96,0
2,255.0,340.0,95,0
2,50.0,50.0,15,1
1,261.58,401.45,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,252.0,338.0,95,0
1,258.91,397.96,96,0
2,254.0,339.0,95,0
2,50.0,50.0,15,1
1,256.97,401.03,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,252.0,338.0,95,0
1,253.76,404.23,96,0
2,250.0,340.0,95,0
1,257.74,403.02,96,0
2,50.0,50.0,15,1
2,248.0,339.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,261.01,406.21,96,0
2,249.0,336.0,95,0
1,265.0,406.51,96,0
2,250.0,335.0,95,0
1,265.42,408.56,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,249.0,337.0,95,0
1,268.11,406.08,96,0
2,247.0,340.0,95,0
1,272.73,405.56,96,0
2,50.0,50.0,15,1
2,247.0,342.0,95,0
1,270.8,401.58,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,250.0,340.0,95,0
1,268.65,402.09,96,0
2,251.0,341.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,269.25,400.9,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,250.0,340.0,95,0
1,273.93,402.12,96,0
2,253.0,340.0,95,0
1,278.8,400.36,96,0
2,50.0,50.0,15,1
2,255.0,343.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,275.57,401.13,96,0
2,257.0,340.0,95,0
1,278.44,400.04,96,0
2,50.0,50.0,15,1
2,257.0,337.0,95,0
1,282.04,401.52,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,259.0,338.0,95,0
1,281.13,405.29,96,0
2,259.0,340.0,95,0
1,285.78,408.88,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,258.0,341.0,95,0
1,289.78,408.04,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,261.0,343.0,95,0
1,288.98,405.61,96,0
2,261.0,342.0,95,0
2,50.0,50.0,15,1
1,285.97,409.94,96,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,262.0,340.0,95,0
1,283.68,408.11,96,0
2,262.0,341.0,95,0
1,287.85,404.17,96,0
2,50.0,50.0,15,1
2,261.0,342.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,289.84,403.31,95,0
2,259.0,345.0,95,0
1,293.19,408.07,95,0
2,50.0,50.0,15,1
2,260.0,342.0,95,0
1,296.31,404.67,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,259.0,342.0,95,0
1,297.22,405.02,95,0
2,257.0,340.0,95,0
1,294.72,407.68,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,259.0,337.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,297.13,405.58,95,0
2,260.0,334.0,95,0
1,294.73,407.56,95,0
2,50.0,50.0,15,1
2,260.0,336.0,95,0
1,291.0,408.47,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,262.0,336.0,95,0
1,292.49,409.87,95,0
2,259.0,334.0,95,0
1,292.35,408.42,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,256.0,335.0,95,0
1,297.06,411.16,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,256.0,337.0,95,0
1,294.45,414.8,95,0
2,50.0,50.0,15,1
2,257.0,338.0,95,0
1,292.36,415.05,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,259.0,340.0,95,0
1,291.07,416.66,95,0
2,260.0,340.0,95,0
1,289.44,418.79,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,262.0,343.0,95,0
1,285.77,416.11,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,261.0,346.0,95,0
1,285.06,420.78,95,0
2,50.0,50.0,15,1
2,263.0,349.0,95,0
1,284.98,420.98,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,284.69,418.49,95,0
2,264.0,352.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,289.21,416.5,95,0
2,263.0,351.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,287.37,414.13,95,0
2,261.0,350.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,289.56,418.11,95,0
2,260.0,352.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,289.8,422.42,95,0
2,258.0,354.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,290.81,426.41,95,0
2,255.0,357.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,289.4,428.1,95,0
2,258.0,358.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,292.84,424.55,95,0
2,255.0,356.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,293.63,426.61,94,0
2,255.0,356.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,295.49,428.62,94,0
2,253.0,359.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,297.72,433.28,94,0
2,254.0,359.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,296.35,435.2,94,0
2,257.0,356.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,295.2,433.8,94,0
2,259.0,359.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,292.63,433.7,94,0
2,259.0,357.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,288.79,433.87,94,0
2,262.0,358.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,289.27,431.54,94,0
2,265.0,356.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,293.11,434.88,94,0
2,266.0,355.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,296.56,432.27,94,0
2,264.0,356.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,295.25,434.2,94,0
2,261.0,359.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,292.44,435.81,94,0
2,260.0,356.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,292.03,436.93,94,0
2,260.0,359.0,95,0
2,50.0,50.0,15,1
1,294.23,437.64,94,0
2,50.0,50.0,15,1
2,259.0,357.0,95,0
2,50.0,50.0,15,1
1,299.1,439.52,94,0
2,50.0,50.0,15,1
2,262.0,360.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,298.16,438.61,93,0
2,259.0,361.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,302.18,440.2,93,0
2,258.0,363.0,95,0
2,50.0,50.0,15,1
1,306.11,443.26,93,0
2,50.0,50.0,15,1
2,255.0,364.0,95,0
2,50.0,50.0,15,1
1,304.18,443.12,93,0
2,50.0,50.0,15,1
2,254.0,363.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,302.22,443.67,93,0
2,256.0,363.0,95,0
2,50.0,50.0,15,1
1,299.06,446.01,93,0
2,50.0,50.0,15,1
2,258.0,362.0,95,0
2,50.0,50.0,15,1
1,296.06,448.05,93,0
2,50.0,50.0,15,1
2,259.0,361.0,95,0
2,50.0,50.0,15,1
1,297.01,452.63,92,0
2,50.0,50.0,15,1
2,259.0,363.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,296.79,451.99,92,0
2,259.0,361.0,95,0
2,50.0,50.0,15,1
1,301.19,453.05,92,0
2,50.0,50.0,15,1
2,259.0,364.0,95,0
2,50.0,50.0,15,1
1,305.84,454.98,92,0
2,50.0,50.0,15,1
2,262.0,367.0,95,0
2,50.0,50.0,15,1
1,308.12,451.54,92,0
2,50.0,50.0,15,1
2,265.0,366.0,95,0
2,50.0,50.0,15,1
1,304.85,452.17,92,0
2,50.0,50.0,15,1
2,262.0,363.0,95,0
2,50.0,50.0,15,1
1,306.31,453.29,92,0
2,50.0,50.0,15,1
2,259.0,362.0,95,0
2,50.0,50.0,15,1
1,308.16,457.71,92,0
2,50.0,50.0,15,1
2,258.0,363.0,95,0
2,50.0,50.0,15,1
1,304.97,461.53,92,0
2,50.0,50.0,15,1
2,261.0,365.0,95,0
2,50.0,50.0,15,1
1,306.94,458.67,92,0
2,50.0,50.0,15,1
2,262.0,366.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,308.65,459.51,91,0
2,265.0,367.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,309.24,457.24,91,0
2,262.0,368.0,95,0
2,50.0,50.0,15,1
1,307.53,457.49,91,0
2,50.0,50.0,15,1
2,262.0,365.0,95,0
2,50.0,50.0,15,1
1,304.62,454.16,91,0
2,50.0,50.0,15,1
2,260.0,367.0,95,0
2,50.0,50.0,15,1
1,307.3,453.62,91,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,259.0,370.0,95,0
2,50.0,50.0,15,1
1,305.45,456.79,91,0
2,259.0,367.0,95,0
2,50.0,50.0,15,1
1,305.86,456.32,91,0
2,50.0,50.0,15,1
2,261.0,364.0,95,0
2,50.0,50.0,15,1
1,302.39,453.05,91,0
2,50.0,50.0,15,1
2,261.0,367.0,95,0
2,50.0,50.0,15,1
1,306.55,455.36,90,0
2,50.0,50.0,15,1
2,259.0,368.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,303.5,455.83,90,0
2,257.0,370.0,95,0
2,50.0,50.0,15,1
1,307.12,458.95,90,0
2,50.0,50.0,15,1
2,258.0,373.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,308.12,463.34,90,0
2,255.0,373.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,304.73,460.86,90,0
2,253.0,374.0,95,0
2,50.0,50.0,15,1
1,305.34,457.4,90,0
2,50.0,50.0,15,1
2,251.0,373.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,306.89,454.6,90,0
2,253.0,370.0,95,0
2,50.0,50.0,15,1
1,308.03,459.13,90,0
2,50.0,50.0,15,1
2,250.0,371.0,95,0
2,50.0,50.0,15,1
1,306.95,461.23,90,0
2,50.0,50.0,15,1
2,252.0,368.0,95,0
2,50.0,50.0,15,1
1,308.96,458.37,90,0
2,50.0,50.0,15,1
2,250.0,371.0,95,0
2,50.0,50.0,15,1
1,309.98,458.08,90,0
2,50.0,50.0,15,1
2,252.0,371.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,307.13,460.22,90,0
2,253.0,372.0,95,0
2,50.0,50.0,15,1
1,310.52,459.37,90,0
2,50.0,50.0,15,1
2,253.0,375.0,95,0
2,50.0,50.0,15,1
1,307.68,464.35,90,0
2,50.0,50.0,15,1
2,251.0,373.0,95,0
2,50.0,50.0,15,1
1,303.89,462.85,90,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,252.0,373.0,95,0
1,301.63,461.02,90,0
2,50.0,50.0,15,1
2,253.0,376.0,95,0
2,50.0,50.0,15,1
1,302.79,461.27,90,0
2,50.0,50.0,15,1
2,253.0,374.0,95,0
2,50.0,50.0,15,1
1,301.85,465.31,90,0
2,50.0,50.0,15,1
2,254.0,371.0,95,0
2,50.0,50.0,15,1
1,306.27,470.1,90,0
2,50.0,50.0,15,1
2,251.0,374.0,95,0
2,50.0,50.0,15,1
1,308.82,474.91,90,0
2,50.0,50.0,15,1
2,253.0,375.0,95,0
2,50.0,50.0,15,1
1,307.18,478.09,90,0
2,50.0,50.0,15,1
2,251.0,372.0,95,0
2,50.0,50.0,15,1
1,310.87,480.6,90,0
2,50.0,50.0,15,1
2,248.0,375.0,95,0
2,50.0,50.0,15,1
1,308.97,478.75,90,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,247.0,375.0,95,0
1,312.33,478.88,89,0
2,244.0,377.0,95,0
2,50.0,50.0,15,1
1,309.1,482.56,89,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,244.0,379.0,95,0
1,312.65,482.5,89,0
2,241.0,381.0,95,0
1,313.9,479.12,89,0
2,50.0,50.0,15,1
2,241.0,383.0,95,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
1,314.83,478.41,89,0
2,243.0,382.0,95,0
1,318.91,482.3,89,0
2,50.0,50.0,15,1
2,240.0,385.0,95,0
1,318.05,479.48,89,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,243.0,386.0,95,0
1,318.45,481.43,88,0
2,241.0,385.0,95,0
2,50.0,50.0,15,1
1,323.25,480.87,88,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,240.0,382.0,95,0
1,320.02,478.39,88,0
2,239.0,382.0,95,0
1,323.79,474.6,88,0
2,50.0,50.0,15,1
2,238.0,383.0,95,0
2,50.0,50.0,15,1
1,320.05,473.27,87,0
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,50.0,50.0,15,1
2,236.0,381.0,95,0
1,323.67,471.35,87,0
2,50.0,50.0,15,1
2,238.0,378.0,95,0
1,326.9,468.35,87,0
